Instance,N,K,Name,Transitions,States,Time(ms),Failed,Method
AT,9,4,./results/models/AT/IERL/AT-2-2-5460-partial.pth,5863,5742,4021715,False,IERL
AT,9,5,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,9912,11821880,True,IERL
AT,9,6,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,9,7,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,9,8,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,9,9,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,9,10,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,9,11,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,9,12,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,9,13,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,9,14,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,9,15,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,10,1,./results/models/AT/IERL/AT-2-2-5460-partial.pth,4,5,248,False,IERL
AT,10,2,./results/models/AT/IERL/AT-2-2-5460-partial.pth,18,19,319,False,IERL
AT,10,3,./results/models/AT/IERL/AT-2-2-5460-partial.pth,511,509,68645,False,IERL
AT,10,4,./results/models/AT/IERL/AT-2-2-5460-partial.pth,3862,3823,2362676,False,IERL
AT,10,5,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,9922,3872197,True,IERL
AT,10,6,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,10,7,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,10,8,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,10,9,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,10,10,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,10,11,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,10,12,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,10,13,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,10,14,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,10,15,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,11,1,./results/models/AT/IERL/AT-2-2-5460-partial.pth,4,5,316,False,IERL
AT,11,2,./results/models/AT/IERL/AT-2-2-5460-partial.pth,15,16,301,False,IERL
AT,11,3,./results/models/AT/IERL/AT-2-2-5460-partial.pth,620,616,114741,False,IERL
AT,11,4,./results/models/AT/IERL/AT-2-2-5460-partial.pth,6925,6809,2305642,False,IERL
AT,11,5,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,9966,30318436,True,IERL
AT,11,6,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,11,7,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,11,8,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,11,9,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,11,10,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,11,11,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,11,12,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,11,13,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,11,14,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,11,15,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,12,1,./results/models/AT/IERL/AT-2-2-5460-partial.pth,4,5,212,False,IERL
AT,12,2,./results/models/AT/IERL/AT-2-2-5460-partial.pth,75,76,3231,False,IERL
AT,12,3,./results/models/AT/IERL/AT-2-2-5460-partial.pth,556,554,100245,False,IERL
AT,12,4,./results/models/AT/IERL/AT-2-2-5460-partial.pth,1050,1048,66143,False,IERL
AT,12,5,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,9979,35319246,True,IERL
AT,12,6,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,12,7,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,12,8,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,12,9,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,12,10,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,12,11,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,12,12,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,12,13,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,12,14,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,12,15,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,13,1,./results/models/AT/IERL/AT-2-2-5460-partial.pth,4,5,57,False,IERL
AT,13,2,./results/models/AT/IERL/AT-2-2-5460-partial.pth,81,82,4218,False,IERL
AT,13,3,./results/models/AT/IERL/AT-2-2-5460-partial.pth,428,425,26851,False,IERL
AT,13,4,./results/models/AT/IERL/AT-2-2-5460-partial.pth,7786,7722,6537435,False,IERL
AT,13,5,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,9983,32163142,True,IERL
AT,13,6,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,13,7,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,13,8,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,13,9,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,13,10,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,13,11,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,13,12,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,13,13,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,13,14,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,13,15,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,14,1,./results/models/AT/IERL/AT-2-2-5460-partial.pth,4,5,105,False,IERL
AT,14,2,./results/models/AT/IERL/AT-2-2-5460-partial.pth,87,88,5209,False,IERL
AT,14,3,./results/models/AT/IERL/AT-2-2-5460-partial.pth,688,681,64079,False,IERL
AT,14,4,./results/models/AT/IERL/AT-2-2-5460-partial.pth,1745,1734,195005,False,IERL
AT,14,5,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,9974,21133254,True,IERL
AT,14,6,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,14,7,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,14,8,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,14,9,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,14,10,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,14,11,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,14,12,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,14,13,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,14,14,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,14,15,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,15,1,./results/models/AT/IERL/AT-2-2-5460-partial.pth,4,5,386,False,IERL
AT,15,2,./results/models/AT/IERL/AT-2-2-5460-partial.pth,93,94,6414,False,IERL
AT,15,3,./results/models/AT/IERL/AT-2-2-5460-partial.pth,72,73,2218,False,IERL
AT,15,4,./results/models/AT/IERL/AT-2-2-5460-partial.pth,560,561,23235,False,IERL
AT,15,5,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,9979,50593151,True,IERL
AT,15,6,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,15,7,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,15,8,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,15,9,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,15,10,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,15,11,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,15,12,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,15,13,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,15,14,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
AT,15,15,./results/models/AT/IERL/AT-2-2-5460-partial.pth,10001,10001,9999,True,IERL
